Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
10	Stromal cells	Myofibroblasts	Myofibroblasts	NBEAL1	0.49	84.3	3.26e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	SCCPDH	-0.6	34.3	3.68e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	SBDS	0.63	78.6	3.72e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	KLF4	-0.82	20.0	3.75e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	GTF2I	-0.59	37.1	3.84e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	AKAP13	0.49	52.9	4e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	KRT10	-0.58	68.6	4.15e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	MYCL	-0.71	5.7	4.16e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	ARL6IP1	-0.84	50.0	4.27e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	HSPA2	0.63	34.3	4.39e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	MAGEH1	0.4	52.9	4.49e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMBIM1	-0.64	30.0	4.66e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	RALBP1	-0.75	44.3	4.71e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	ORMDL2	-0.6	30.0	4.73e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	LDHA	0.48	94.3	4.75e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	STAT3	0.58	60.0	5.03e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	PPP1R12B	0.44	37.1	5.41e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	REXO2	0.6	71.4	5.58e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	ADIRF	-0.59	87.1	5.84e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	ANXA4	-0.61	27.1	5.98e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	BAG1	-0.73	55.7	6.12e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	POLE4	-0.63	31.4	6.2e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	H2AFV	-0.65	51.4	6.38e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	MYL12A	0.47	100.0	7.05e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	COX4I1	-0.39	95.7	7.11e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	MBOAT7	-0.6	17.1	7.23e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	SYNGR2	-0.57	18.6	7.86e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	SKP1	0.46	95.7	8.01e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPS23	0.34	100.0	8.03e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	RP11-553L6.5	0.27	17.1	8.61e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	PLOD1	0.32	35.7	8.66e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	RHOB	-0.7	54.3	8.79e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	ATP2B4	0.44	37.1	8.87e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	COMT	0.49	75.7	9.29e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	CTSB	0.6	67.1	9.7e-10
10	Stromal cells	Myofibroblasts	Myofibroblasts	RHOF	-0.74	10.0	1.01e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	LYPD3	-0.74	12.9	1.05e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CLOCK	0.3	30.0	1.06e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CLIC3	-0.92	4.3	1.07e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CKS1B	-0.89	24.3	1.11e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	MT-ND1	-0.67	98.6	1.13e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CLEC2B	0.34	35.7	1.17e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	SERP1	-0.53	65.7	1.18e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	UQCR10	-0.51	74.3	1.21e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	RBM8A	-0.48	72.9	1.26e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	IER3	1.05	78.6	1.3e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	VAMP2	0.56	70.0	1.34e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	GSTO1	0.51	65.7	1.43e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	B4GALT1	-0.82	25.7	1.61e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	GNG12	0.45	41.4	1.7e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	COX16	-0.56	48.6	1.73e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	RP11-84D1.2	-0.51	0.0	1.81e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	PRRG4	-0.58	2.9	1.82e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	AKR1C3	-0.7	10.0	1.83e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CFH	0.39	31.4	1.86e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	UQCRH	-0.48	80.0	1.96e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	MCC	0.26	21.4	2.17e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	THEM6	-0.52	4.3	2.31e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	SLC2A3	0.36	55.7	2.32e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CHD9	0.42	50.0	2.5e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	MT-ND3	-0.62	95.7	2.71e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	ELOVL5	0.48	32.9	2.72e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TAX1BP3	0.69	65.7	2.83e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	SEPT7	0.7	81.4	2.89e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	SNRPB	-0.5	84.3	3.04e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	EHF	-0.55	1.4	3.25e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	PAG1	0.31	38.6	3.27e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	GPR160	-0.56	2.9	3.34e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMEM106C	-0.64	20.0	3.37e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	LMCD1	0.5	40.0	3.38e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	NDFIP1	0.55	71.4	3.42e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	PPP1R14B	-0.57	35.7	3.73e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	NCOA7	0.42	52.9	3.75e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	SMS	-0.59	38.6	3.81e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	MAFF	-0.6	51.4	3.84e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	COX5A	-0.53	67.1	3.99e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	GLRX	0.35	41.4	4.87e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	GBP1	0.4	48.6	5.24e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	EHD4	-0.47	1.4	5.67e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CRIP2	0.57	87.1	5.67e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TBX2	0.41	50.0	5.74e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	PGRMC1	-0.5	45.7	6.16e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	ETFB	-0.56	37.1	6.33e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	RNASEH2A	-0.58	10.0	6.55e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	HINT1	-0.43	88.6	7.26e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	RHOD	-0.57	5.7	7.45e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	HPGD	-0.77	5.7	7.59e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	GUCA2A	-0.81	0.0	7.68e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CYSTM1	0.46	70.0	8.2e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	FABP5	-0.89	38.6	8.53e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMEM55A	0.27	25.7	8.94e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TRAM1	-0.64	72.9	9.57e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	SEC11A	-0.51	70.0	9.62e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	CD151	0.48	87.1	9.74e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMEM134	-0.51	25.7	9.89e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	UXS1	-0.61	18.6	9.89e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	BMPR1A	0.27	22.9	9.89e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TRIM47	0.33	30.0	9.92e-09
10	Stromal cells	Myofibroblasts	Myofibroblasts	TRMT112	-0.42	87.1	1.02e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	NQO1	-0.59	24.3	1.03e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	MCOLN1	0.25	22.9	1.1e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	HOOK3	0.35	41.4	1.14e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	GALE	-0.53	10.0	1.16e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	DENND2D	-0.51	1.4	1.22e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SRSF9	-0.53	52.9	1.26e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SPG21	-0.57	42.9	1.35e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	EEF1G	0.34	44.3	1.41e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	DERA	-0.53	12.9	1.46e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	HCCAT3	-1.0	1.4	1.5e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SELENBP1	0.3	25.7	1.51e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	EID1	0.48	87.1	1.51e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SLC25A6	0.42	97.1	1.52e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	CSAG1	-0.53	1.4	1.55e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	DKK1	-1.04	7.1	1.56e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	MPST	-0.56	24.3	1.59e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	NOP10	-0.47	78.6	1.61e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	NCK2	0.26	35.7	1.63e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	BCAR1	0.4	45.7	1.63e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	UBB	0.36	97.1	1.64e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPS27L	0.64	90.0	1.64e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ALKBH5	0.35	51.4	1.73e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPIA	-0.57	17.1	1.73e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	FKBP10	0.57	55.7	1.74e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RILPL2	0.29	31.4	1.77e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RAMP1	0.33	11.4	1.83e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMEM97	-0.53	2.9	1.92e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ENO1	-0.53	78.6	1.96e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	HIST1H2BK	-0.84	22.9	1.98e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SEPP1	0.47	45.7	1.98e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	PDLIM5	0.41	50.0	2.04e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	IDI1	-0.71	15.7	2.18e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	PLCE1	0.41	30.0	2.42e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TNFRSF12A	-0.65	72.9	2.45e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ABL2	0.41	37.1	2.57e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ADAM10	-0.57	27.1	2.8e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TRIM8	0.35	32.9	2.85e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPL9	0.29	100.0	2.88e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	CAV1	0.39	95.7	2.93e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SNRPA1	-0.54	27.1	2.94e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	PKD2	0.26	20.0	3.01e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	DHCR24	-0.52	4.3	3.09e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	GLUD1	0.54	57.1	3.14e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	GCSH	-0.51	22.9	3.28e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ALDOA	-0.48	97.1	3.41e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RAB32	0.27	25.7	3.48e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	BBX	0.39	61.4	3.48e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	DAD1	-0.47	72.9	3.52e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RNF223	-0.51	2.9	3.52e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ITFG1	0.39	45.7	3.77e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RRAD	0.6	18.6	3.79e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RAN	-0.49	81.4	3.96e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	U2AF1	-0.44	71.4	3.98e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SEMA5A	0.45	38.6	4.45e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ZNF703	0.33	40.0	4.61e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	JOSD1	-0.51	11.4	4.97e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ZBTB38	0.43	48.6	5e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TTLL7	0.28	27.1	5.49e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	POLR2F	-0.52	68.6	5.54e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	CDH1	-0.48	2.9	5.58e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SERPINB6	0.49	62.9	5.65e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SLC39A4	-0.51	14.3	5.66e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	C14orf2	-0.39	85.7	5.78e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	LPCAT3	-0.49	10.0	5.82e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	UBL5	-0.37	88.6	5.97e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	NAPRT1	-0.43	21.4	6.09e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	P4HA2	0.26	31.4	6.09e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	MRPL52	-0.48	51.4	6.57e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TLCD1	-0.48	4.3	6.69e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	EIF5	-0.54	57.1	6.89e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ARPC5L	-0.51	38.6	6.96e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	FABP4	-0.65	35.7	6.98e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TCEA3	-0.49	15.7	7.45e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	LSM4	-0.54	42.9	7.46e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	GNL2	-0.52	20.0	7.47e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPL26	0.28	98.6	7.56e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	NFIL3	0.36	27.1	7.62e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ANTXR1	0.28	40.0	7.93e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	HN1L	-0.46	8.6	7.94e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	EPS8L2	-0.44	1.4	8.24e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ARHGEF7	0.27	31.4	8.29e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	SMYD3	-0.7	17.1	8.41e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	CDC42EP3	-0.51	8.6	8.63e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	CYC1	-0.52	42.9	8.8e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	DLC1	0.38	51.4	8.8e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ZNHIT3	-0.45	11.4	8.8e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	INO80C	-0.47	12.9	8.81e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	ESD	0.51	68.6	8.96e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	TRAF4	-0.52	32.9	8.97e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	GOLIM4	0.61	62.9	9.2e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	NDUFA11	0.37	88.6	9.92e-08
10	Stromal cells	Myofibroblasts	Myofibroblasts	MSRB2	0.28	37.1	1.03e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PAFAH1B3	-0.46	12.9	1.07e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	KLF13	0.31	27.1	1.08e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	SNRNP25	-0.45	8.6	1.08e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMEM64	-0.5	7.1	1.1e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	NFATC3	-0.52	14.3	1.11e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TPI1	-0.47	91.4	1.18e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	BTF3L4	-0.5	42.9	1.2e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RP11-138A9.1	0.26	21.4	1.29e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	EIF1AX	-0.52	64.3	1.31e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ERP27	-0.52	7.1	1.36e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	C16orf13	-0.51	51.4	1.42e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CD276	0.44	51.4	1.46e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ACOX1	-0.57	22.9	1.46e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	MAP7D3	0.4	25.7	1.48e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GNAS	0.41	78.6	1.53e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PPP3CC	0.28	27.1	1.64e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	AP2M1	0.54	82.9	1.73e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PPP1R12A	0.61	68.6	1.77e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	B4GALT4	-0.45	17.1	1.79e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GLA	0.37	30.0	1.82e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PMEPA1	0.44	47.1	1.86e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PVRL4	-0.48	1.4	1.86e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PRSS23	1.05	71.4	1.9e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	UBL3	-0.58	11.4	1.92e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ATP5J2	-0.43	74.3	1.92e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	F11R	-0.44	4.3	1.94e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ACTR1A	0.33	47.1	1.99e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPL17	0.41	92.9	2.06e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ATP5I	-0.44	88.6	2.15e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	APOBEC3B	-0.65	5.7	2.29e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ID3	0.79	80.0	2.4e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RTN3	-0.51	48.6	2.45e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	KIAA0101	-0.84	17.1	2.46e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	FUCA1	-0.41	7.1	2.5e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	HSPD1	-0.48	64.3	2.52e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	SEC31A	0.49	52.9	2.52e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GRB7	-0.42	1.4	2.6e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TCEAL8	0.45	72.9	2.6e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	UBE2C	-0.9	5.7	2.64e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	C5orf24	0.42	47.1	2.74e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GATM	-0.49	7.1	2.78e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPS4X	0.28	100.0	2.86e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PRR15	-0.49	5.7	2.94e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	NDN	0.31	31.4	3.68e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RRBP1	0.38	57.1	3.68e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GNAI2	0.27	54.3	3.7e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ANXA3	-0.46	2.9	3.75e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	C9orf142	-0.5	28.6	3.95e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CTSC	0.72	48.6	4.06e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	NR4A2	0.75	48.6	4.16e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TXN	-0.42	80.0	4.25e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	LGMN	0.4	61.4	4.39e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	MGAT4A	-0.45	5.7	4.41e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	SLC6A6	-0.45	2.9	4.41e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CREM	0.63	48.6	4.43e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PRAF2	0.34	44.3	4.55e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CHPT1	-0.47	8.6	4.59e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CD81	0.43	50.0	4.68e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ATP5EP2	0.32	40.0	4.69e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	IER5	-0.56	14.3	4.78e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PTGES3	-0.42	85.7	4.88e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	HSBP1	-0.41	74.3	5.05e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	B3GNT3	-0.41	1.4	5.05e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GCHFR	-0.42	4.3	5.06e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	NUCB1	0.46	60.0	5.16e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	MARCKS	0.51	68.6	5.21e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	SULT1E1	-0.58	0.0	5.21e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TALDO1	-0.47	47.1	5.28e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TOMM40	-0.52	25.7	5.47e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ZBTB20	0.26	30.0	5.52e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	ROCK1	0.36	57.1	5.52e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	APH1A	-0.41	30.0	5.57e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	SET	-0.53	71.4	5.67e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	APP	0.44	78.6	5.69e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TAC3	-1.06	4.3	5.77e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPS3A	0.26	95.7	5.78e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	BZW1	-0.48	58.6	5.89e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CBLC	-0.36	2.9	5.99e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	LPCAT1	-0.57	12.9	6.07e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RABAC1	0.47	78.6	6.4e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	MYO1C	0.33	42.9	6.43e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	LYPD6B	-0.4	0.0	6.57e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TMCO1	-0.46	55.7	6.7e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	SH3BP5	-0.43	2.9	6.72e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	APOA1BP	-0.46	27.1	6.84e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PCBD1	-0.43	21.4	6.86e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	PSMB10	0.39	50.0	6.93e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	NME1	-0.53	44.3	7e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	AP006222.2	0.32	38.6	7.15e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	GAPDH	-0.41	100.0	7.34e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	LIMCH1	-0.44	4.3	7.41e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPL27	-0.28	95.7	7.51e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	RPL39	-0.29	100.0	7.58e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CHCHD2	-0.34	91.4	7.73e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	TXN2	-0.46	37.1	7.73e-07
10	Stromal cells	Myofibroblasts	Myofibroblasts	CNIH4	-0.47	40.0	8.01e-07
